"id","opportunity","percentile","cutoff","accessibility"
"way/319912834","hospital",50,30,1
"way/319912841","hospital",50,30,1
"way/319912843","hospital",50,30,1
"way/319912845","hospital",50,30,1
"way/319912847","hospital",50,30,1
"way/319912849","hospital",50,30,1
"way/319912851","hospital",50,30,1
"way/319912852","hospital",50,30,1
"way/319912858","hospital",50,30,1
"way/319945926","hospital",50,30,0
"way/320403889","hospital",50,30,2
"way/320403892","hospital",50,30,0
"way/321092872","hospital",50,30,2
"way/321274616","hospital",50,30,0
"way/321274625","hospital",50,30,1
"way/321274627","hospital",50,30,1
"way/321274629","hospital",50,30,1
"way/321274635","hospital",50,30,0
"way/321484551","hospital",50,30,1
"way/321648606","hospital",50,30,0
"way/322700785","hospital",50,30,1
"way/322700789","hospital",50,30,2
"way/322700790","hospital",50,30,1
"way/322700793","hospital",50,30,1
"way/322700797","hospital",50,30,1
"way/322704465","hospital",50,30,1
"way/322704467","hospital",50,30,1
"way/323485469","hospital",50,30,0
"way/323554427","hospital",50,30,0
"way/324547321","hospital",50,30,0
"way/324547322","hospital",50,30,0
"way/324770403","hospital",50,30,0
"way/325254493","hospital",50,30,0
"way/325254494","hospital",50,30,0
"way/325254495","hospital",50,30,0
"way/325254496","hospital",50,30,0
"way/325254497","hospital",50,30,0
"way/325254498","hospital",50,30,0
"way/325254499","hospital",50,30,0
"way/325254500","hospital",50,30,0
"way/325254502","hospital",50,30,0
"way/325254503","hospital",50,30,0
"way/325254504","hospital",50,30,0
"way/325254505","hospital",50,30,0
"way/325254506","hospital",50,30,0
"way/325254507","hospital",50,30,0
"way/325254508","hospital",50,30,0
"way/325254509","hospital",50,30,0
"way/325254511","hospital",50,30,0
"way/325254513","hospital",50,30,0
"way/325254517","hospital",50,30,0
"way/325254518","hospital",50,30,0
"way/325254524","hospital",50,30,0
"way/325254526","hospital",50,30,0
"way/325254529","hospital",50,30,0
"way/325254534","hospital",50,30,0
"way/325254537","hospital",50,30,0
"way/325254539","hospital",50,30,0
"way/325254540","hospital",50,30,0
"way/325254543","hospital",50,30,0
"way/325254544","hospital",50,30,0
"way/325254545","hospital",50,30,0
"way/325254546","hospital",50,30,0
"way/325254547","hospital",50,30,0
"way/325254548","hospital",50,30,0
"way/325254549","hospital",50,30,0
"way/325254550","hospital",50,30,0
"way/325254551","hospital",50,30,0
"way/325254552","hospital",50,30,0
"way/325254553","hospital",50,30,0
"way/325254554","hospital",50,30,0
"way/325254555","hospital",50,30,0
"way/325254556","hospital",50,30,0
"way/325254557","hospital",50,30,0
"way/325254558","hospital",50,30,0
"way/325254559","hospital",50,30,0
"way/325254560","hospital",50,30,0
"way/325254561","hospital",50,30,0
"way/325254562","hospital",50,30,0
"way/325254563","hospital",50,30,0
"way/325254564","hospital",50,30,0
"way/325254565","hospital",50,30,0
"way/325254566","hospital",50,30,0
"way/325254567","hospital",50,30,0
"way/325254568","hospital",50,30,0
"way/325254569","hospital",50,30,0
"way/325254570","hospital",50,30,0
"way/325254571","hospital",50,30,0
"way/325433831","hospital",50,30,0
"way/326115445","hospital",50,30,1
"way/326115446","hospital",50,30,1
"way/326115447","hospital",50,30,1
"way/326115448","hospital",50,30,1
"way/326115449","hospital",50,30,1
"way/326115450","hospital",50,30,1
"way/326115451","hospital",50,30,1
"way/326115452","hospital",50,30,1
"way/326202580","hospital",50,30,0
"way/326273595","hospital",50,30,0
"way/326273596","hospital",50,30,0
"way/326836807","hospital",50,30,0
"way/327555884","hospital",50,30,1
"way/327555885","hospital",50,30,1
"way/327555888","hospital",50,30,0
"way/327555891","hospital",50,30,0
"way/327555894","hospital",50,30,0
"way/327555898","hospital",50,30,1
"way/327555899","hospital",50,30,0
"way/327555902","hospital",50,30,0
"way/327555903","hospital",50,30,0
"way/327555906","hospital",50,30,1
"way/327555909","hospital",50,30,1
"way/327555912","hospital",50,30,1
"way/327665874","hospital",50,30,0
"way/327665877","hospital",50,30,0
"way/327665880","hospital",50,30,0
"way/327665881","hospital",50,30,0
"way/327665883","hospital",50,30,0
"way/327665886","hospital",50,30,0
"way/327665888","hospital",50,30,0
"way/327665891","hospital",50,30,0
"way/327665893","hospital",50,30,0
"way/327665895","hospital",50,30,0
"way/327665897","hospital",50,30,0
"way/327665899","hospital",50,30,0
"way/327665902","hospital",50,30,0
"way/327665904","hospital",50,30,0
"way/327665907","hospital",50,30,0
"way/327813089","hospital",50,30,0
"way/327886443","hospital",50,30,1
"way/327886444","hospital",50,30,1
"way/327886445","hospital",50,30,0
"way/327886446","hospital",50,30,0
"way/327886448","hospital",50,30,0
"way/327886449","hospital",50,30,1
"way/327886450","hospital",50,30,1
"way/327886451","hospital",50,30,0
"way/328226054","hospital",50,30,1
"way/328226055","hospital",50,30,1
"way/328226060","hospital",50,30,1
"way/328226063","hospital",50,30,1
"way/328226230","hospital",50,30,1
"way/328226370","hospital",50,30,1
"way/328226371","hospital",50,30,1
"way/328447830","hospital",50,30,1
"way/328674661","hospital",50,30,1
"way/328674662","hospital",50,30,1
"way/329058130","hospital",50,30,0
"way/329058131","hospital",50,30,0
"way/329058132","hospital",50,30,0
"way/329058133","hospital",50,30,0
"way/329058134","hospital",50,30,0
"way/329372839","hospital",50,30,0
"way/329372842","hospital",50,30,0
"way/329461876","hospital",50,30,0
"way/329495468","hospital",50,30,1
"way/329495526","hospital",50,30,0
"way/329630626","hospital",50,30,0
"way/329889810","hospital",50,30,0
"way/329908066","hospital",50,30,0
"way/329908128","hospital",50,30,0
"way/329908137","hospital",50,30,0
"way/329908677","hospital",50,30,0
"way/330139552","hospital",50,30,0
"way/330472979","hospital",50,30,0
"way/330473001","hospital",50,30,0
"way/330473013","hospital",50,30,0
"way/330473044","hospital",50,30,0
"way/330473056","hospital",50,30,0
"way/330473063","hospital",50,30,0
"way/330718075","hospital",50,30,1
"way/330718076","hospital",50,30,1
"way/330718077","hospital",50,30,1
"way/330718078","hospital",50,30,1
"way/330718079","hospital",50,30,1
"way/330718080","hospital",50,30,1
"way/330718081","hospital",50,30,1
"way/330718082","hospital",50,30,1
"way/330737412","hospital",50,30,1
"way/330737413","hospital",50,30,1
"way/330737415","hospital",50,30,1
"way/330749392","hospital",50,30,1
"way/330749393","hospital",50,30,1
"way/330749394","hospital",50,30,1
"way/330749395","hospital",50,30,1
"way/330749396","hospital",50,30,1
"way/330749524","hospital",50,30,1
"way/330749653","hospital",50,30,1
"way/330749757","hospital",50,30,1
"way/330775281","hospital",50,30,2
"way/330775282","hospital",50,30,2
"way/330775283","hospital",50,30,2
"way/330775285","hospital",50,30,2
"way/330775286","hospital",50,30,2
"way/330775287","hospital",50,30,2
"way/330775288","hospital",50,30,2
"way/330775289","hospital",50,30,2
"way/330775290","hospital",50,30,2
"way/330775292","hospital",50,30,2
"way/330775294","hospital",50,30,2
"way/330775295","hospital",50,30,2
"way/330775296","hospital",50,30,2
"way/330775298","hospital",50,30,2
"way/330775299","hospital",50,30,2
"way/330775300","hospital",50,30,2
"way/330775302","hospital",50,30,2
"way/330791794","hospital",50,30,0
"way/330792684","hospital",50,30,0
"way/330792826","hospital",50,30,0
"way/330832877","hospital",50,30,0
"way/330951563","hospital",50,30,0
"way/331022416","hospital",50,30,1
"way/331022418","hospital",50,30,1
"way/331022419","hospital",50,30,1
"way/331022421","hospital",50,30,1
"way/331022422","hospital",50,30,1
"way/331022423","hospital",50,30,1
"way/331022424","hospital",50,30,1
"way/331214798","hospital",50,30,0
"way/331215404","hospital",50,30,0
"way/331215405","hospital",50,30,0
"way/331215406","hospital",50,30,0
"way/331215407","hospital",50,30,0
"way/331215408","hospital",50,30,0
"way/331215409","hospital",50,30,0
"way/331215410","hospital",50,30,0
"way/331215411","hospital",50,30,0
"way/331215412","hospital",50,30,0
"way/331215413","hospital",50,30,0
"way/331215414","hospital",50,30,0
"way/331215415","hospital",50,30,0
"way/331215416","hospital",50,30,0
"way/331215417","hospital",50,30,0
"way/331215418","hospital",50,30,0
"way/331215419","hospital",50,30,0
"way/331215420","hospital",50,30,0
"way/331215421","hospital",50,30,0
"way/331215422","hospital",50,30,0
"way/331215423","hospital",50,30,0
"way/331215424","hospital",50,30,0
"way/331215425","hospital",50,30,0
"way/331215426","hospital",50,30,0
"way/331215427","hospital",50,30,0
"way/331215428","hospital",50,30,0
"way/331215429","hospital",50,30,0
"way/331215430","hospital",50,30,0
"way/331215431","hospital",50,30,0
"way/331215432","hospital",50,30,0
"way/331215852","hospital",50,30,0
"way/331215853","hospital",50,30,0
"way/331215854","hospital",50,30,0
"way/331215855","hospital",50,30,0
"way/331215856","hospital",50,30,0
"way/331215857","hospital",50,30,0
"way/331215858","hospital",50,30,0
"way/331215859","hospital",50,30,0
"way/331215860","hospital",50,30,0
"way/331215861","hospital",50,30,0
"way/331215862","hospital",50,30,0
"way/331215863","hospital",50,30,0
"way/331215864","hospital",50,30,0
"way/331215865","hospital",50,30,0
"way/331215866","hospital",50,30,0
"way/331215867","hospital",50,30,0
"way/331215868","hospital",50,30,0
"way/331215869","hospital",50,30,0
"way/331215870","hospital",50,30,0
"way/331215871","hospital",50,30,0
"way/331215872","hospital",50,30,0
"way/331215873","hospital",50,30,0
"way/331215874","hospital",50,30,0
"way/331215875","hospital",50,30,0
"way/331215876","hospital",50,30,0
"way/331215877","hospital",50,30,0
"way/331215878","hospital",50,30,0
"way/331215879","hospital",50,30,0
"way/331215880","hospital",50,30,0
"way/331215881","hospital",50,30,0
"way/331216080","hospital",50,30,0
"way/331216081","hospital",50,30,0
"way/331216082","hospital",50,30,0
"way/331216083","hospital",50,30,0
"way/331216084","hospital",50,30,0
"way/331216085","hospital",50,30,0
"way/331216086","hospital",50,30,0
"way/331216087","hospital",50,30,0
"way/331216088","hospital",50,30,0
"way/331216089","hospital",50,30,0
"way/331216211","hospital",50,30,0
"way/331216213","hospital",50,30,0
"way/331216215","hospital",50,30,0
"way/331216216","hospital",50,30,0
"way/331216217","hospital",50,30,0
"way/331216218","hospital",50,30,0
"way/331216219","hospital",50,30,0
"way/331217292","hospital",50,30,0
"way/331217293","hospital",50,30,0
"way/331217294","hospital",50,30,0
"way/331217295","hospital",50,30,0
"way/331217296","hospital",50,30,0
"way/331217297","hospital",50,30,0
"way/331217298","hospital",50,30,0
"way/331217299","hospital",50,30,0
"way/331217300","hospital",50,30,0
"way/331217301","hospital",50,30,0
"way/331217302","hospital",50,30,0
"way/331217303","hospital",50,30,0
"way/331217304","hospital",50,30,0
"way/331217305","hospital",50,30,0
"way/331217306","hospital",50,30,0
"way/331217307","hospital",50,30,0
"way/331217308","hospital",50,30,0
"way/331217309","hospital",50,30,0
"way/331217310","hospital",50,30,0
"way/331217311","hospital",50,30,0
"way/331217312","hospital",50,30,0
"way/331217313","hospital",50,30,0
"way/331217314","hospital",50,30,0
"way/331217315","hospital",50,30,0
"way/331217316","hospital",50,30,0
"way/331217317","hospital",50,30,0
"way/331217318","hospital",50,30,0
"way/331217319","hospital",50,30,0
"way/331217321","hospital",50,30,0
"way/331217324","hospital",50,30,0
"way/331217326","hospital",50,30,0
"way/331217328","hospital",50,30,0
"way/331217330","hospital",50,30,0
"way/331217332","hospital",50,30,0
"way/331217334","hospital",50,30,0
"way/331217336","hospital",50,30,0
"way/331217338","hospital",50,30,0
"way/331217339","hospital",50,30,0
"way/331217340","hospital",50,30,0
"way/331217341","hospital",50,30,0
"way/331217342","hospital",50,30,0
"way/331217343","hospital",50,30,0
"way/331217344","hospital",50,30,0
"way/331217345","hospital",50,30,0
"way/331217384","hospital",50,30,0
"way/331217385","hospital",50,30,0
"way/331217386","hospital",50,30,0
"way/331219044","hospital",50,30,1
"way/331223831","hospital",50,30,0
"way/331505163","hospital",50,30,2
"way/331582631","hospital",50,30,1
"way/331594412","hospital",50,30,0
"way/331647364","hospital",50,30,0
"way/331649684","hospital",50,30,0
"way/331649686","hospital",50,30,0
"way/331649688","hospital",50,30,0
"way/331649689","hospital",50,30,0
"way/331907558","hospital",50,30,0
"way/331980471","hospital",50,30,1
"way/331980472","hospital",50,30,1
"way/331980473","hospital",50,30,1
"way/331980474","hospital",50,30,1
"way/331982491","hospital",50,30,1
"way/331982493","hospital",50,30,1
"way/331982495","hospital",50,30,1
"way/332072715","hospital",50,30,2
"way/332072716","hospital",50,30,2
"way/332072717","hospital",50,30,2
"way/332072718","hospital",50,30,2
"way/332072719","hospital",50,30,2
"way/332072720","hospital",50,30,2
"way/332072724","hospital",50,30,2
"way/332335806","hospital",50,30,0
"way/332335809","hospital",50,30,0
"way/332335811","hospital",50,30,0
"way/332335814","hospital",50,30,0
"way/332335817","hospital",50,30,0
"way/332335820","hospital",50,30,0
"way/332335831","hospital",50,30,0
"way/332335834","hospital",50,30,0
"way/332335837","hospital",50,30,0
"way/332335840","hospital",50,30,0
"way/332335843","hospital",50,30,0
"way/332335845","hospital",50,30,0
"way/332335846","hospital",50,30,0
"way/332335847","hospital",50,30,0
"way/332335848","hospital",50,30,0
"way/332335849","hospital",50,30,0
"way/332335851","hospital",50,30,0
"way/332335854","hospital",50,30,0
"way/332335858","hospital",50,30,0
"way/332335861","hospital",50,30,0
"way/332335863","hospital",50,30,0
"way/332335866","hospital",50,30,0
"way/332402679","hospital",50,30,1
"way/332403691","hospital",50,30,0
"way/332403707","hospital",50,30,0
"way/332404503","hospital",50,30,0
"way/332535257","hospital",50,30,1
"way/332658229","hospital",50,30,2
"way/332658232","hospital",50,30,2
"way/332857330","hospital",50,30,1
"way/332857331","hospital",50,30,1
"way/332857332","hospital",50,30,1
"way/332857333","hospital",50,30,1
"way/332857334","hospital",50,30,1
"way/332857335","hospital",50,30,1
"way/332857336","hospital",50,30,1
"way/332857337","hospital",50,30,1
"way/332861950","hospital",50,30,1
"way/332861951","hospital",50,30,1
"way/332861952","hospital",50,30,1
"way/332861953","hospital",50,30,1
"way/332861954","hospital",50,30,1
"way/332861955","hospital",50,30,1
"way/332861956","hospital",50,30,1
"way/332874261","hospital",50,30,0
"way/332915211","hospital",50,30,3
"way/332915212","hospital",50,30,3
"way/332915213","hospital",50,30,3
"way/332915860","hospital",50,30,3
"way/332915861","hospital",50,30,3
"way/332918640","hospital",50,30,1
"way/332950903","hospital",50,30,3
"way/332950904","hospital",50,30,3
"way/332950906","hospital",50,30,2
"way/332974216","hospital",50,30,1
"way/333079887","hospital",50,30,2
"way/333079888","hospital",50,30,3
"way/333082447","hospital",50,30,2
"way/333082449","hospital",50,30,2
"way/333082453","hospital",50,30,2
"way/333082458","hospital",50,30,2
"way/333082459","hospital",50,30,2
"way/333082461","hospital",50,30,2
"way/333084802","hospital",50,30,2
"way/333084805","hospital",50,30,2
"way/333104284","hospital",50,30,0
"way/333236262","hospital",50,30,0
"way/334137171","hospital",50,30,0
"way/334137172","hospital",50,30,0
"way/334137173","hospital",50,30,0
"way/334137174","hospital",50,30,0
"way/334137175","hospital",50,30,0
"way/334137176","hospital",50,30,0
"way/334137177","hospital",50,30,0
"way/334137178","hospital",50,30,0
"way/334137179","hospital",50,30,0
"way/334137180","hospital",50,30,0
"way/334137181","hospital",50,30,0
"way/334137182","hospital",50,30,0
"way/334137183","hospital",50,30,0
"way/334207053","hospital",50,30,0
"way/334207054","hospital",50,30,0
"way/334207056","hospital",50,30,0
"way/334207057","hospital",50,30,0
"way/334207061","hospital",50,30,0
"way/334207062","hospital",50,30,0
"way/334208492","hospital",50,30,0
"way/334208493","hospital",50,30,0
"way/334208494","hospital",50,30,0
"way/334208495","hospital",50,30,0
"way/334208496","hospital",50,30,0
"way/334208497","hospital",50,30,0
"way/334208498","hospital",50,30,0
"way/334208500","hospital",50,30,0
"way/334208501","hospital",50,30,0
"way/334208502","hospital",50,30,0
"way/334208503","hospital",50,30,0
"way/334208504","hospital",50,30,0
"way/334208505","hospital",50,30,0
"way/334208506","hospital",50,30,0
"way/334208507","hospital",50,30,0
"way/334208508","hospital",50,30,0
"way/334208509","hospital",50,30,0
"way/334208510","hospital",50,30,0
"way/334208511","hospital",50,30,0
"way/334208512","hospital",50,30,0
"way/334208513","hospital",50,30,0
"way/334208514","hospital",50,30,0
"way/334208515","hospital",50,30,0
"way/334208516","hospital",50,30,0
"way/334208517","hospital",50,30,0
"way/334208518","hospital",50,30,0
"way/334210046","hospital",50,30,0
"way/334210047","hospital",50,30,0
"way/334210048","hospital",50,30,0
"way/334210049","hospital",50,30,0
"way/334210050","hospital",50,30,0
"way/334210051","hospital",50,30,0
"way/334210052","hospital",50,30,0
"way/334210053","hospital",50,30,0
"way/334210054","hospital",50,30,0
"way/334210055","hospital",50,30,0
"way/334210056","hospital",50,30,0
"way/334210057","hospital",50,30,0
"way/334210058","hospital",50,30,0
"way/334210061","hospital",50,30,0
"way/334210062","hospital",50,30,0
"way/334239362","hospital",50,30,2
"way/334368567","hospital",50,30,0
"way/335289214","hospital",50,30,1
"way/335289215","hospital",50,30,1
"way/335289216","hospital",50,30,1
"way/335289217","hospital",50,30,1
"way/335289218","hospital",50,30,1
"way/335289219","hospital",50,30,1
"way/335289220","hospital",50,30,1
"way/335289221","hospital",50,30,1
"way/335289222","hospital",50,30,1
"way/335289223","hospital",50,30,1
"way/335289813","hospital",50,30,1
"way/335289814","hospital",50,30,1
"way/335289815","hospital",50,30,1
"way/335289816","hospital",50,30,1
"way/335289818","hospital",50,30,1
"way/335289820","hospital",50,30,1
"way/335289822","hospital",50,30,1
"way/335289824","hospital",50,30,1
"way/335289826","hospital",50,30,1
"way/335289828","hospital",50,30,1
"way/335289829","hospital",50,30,1
"way/335289831","hospital",50,30,1
"way/335289833","hospital",50,30,1
"way/335289835","hospital",50,30,1
"way/335636512","hospital",50,30,2
"way/335636514","hospital",50,30,2
"way/335636517","hospital",50,30,2
"way/336012605","hospital",50,30,4
"way/336125057","hospital",50,30,0
"way/336125058","hospital",50,30,0
"way/336125059","hospital",50,30,0
"way/336125060","hospital",50,30,0
"way/336125061","hospital",50,30,0
"way/336125064","hospital",50,30,0
"way/336125065","hospital",50,30,0
"way/336125067","hospital",50,30,0
"way/336125068","hospital",50,30,0
"way/336125069","hospital",50,30,0
"way/336125070","hospital",50,30,0
"way/336125533","hospital",50,30,0
"way/336125534","hospital",50,30,0
"way/336125535","hospital",50,30,0
"way/336125536","hospital",50,30,0
"way/336125537","hospital",50,30,0
"way/336125538","hospital",50,30,0
"way/336125539","hospital",50,30,0
"way/336125540","hospital",50,30,0
"way/336125541","hospital",50,30,0
"way/336126204","hospital",50,30,0
"way/336126205","hospital",50,30,0
"way/336127352","hospital",50,30,0
"way/336747548","hospital",50,30,1
"way/336747550","hospital",50,30,0
"way/336928762","hospital",50,30,0
"way/337123403","hospital",50,30,1
"way/337123404","hospital",50,30,1
"way/337134184","hospital",50,30,5
"way/337134839","hospital",50,30,5
"way/337134840","hospital",50,30,6
"way/337134841","hospital",50,30,6
"way/337134842","hospital",50,30,5
"way/338453156","hospital",50,30,0
"way/338453157","hospital",50,30,0
"way/338453158","hospital",50,30,0
"way/338453159","hospital",50,30,0
"way/338457451","hospital",50,30,0
"way/338457452","hospital",50,30,0
"way/338457453","hospital",50,30,0
"way/338457454","hospital",50,30,0
"way/338457455","hospital",50,30,0
"way/338457456","hospital",50,30,0
"way/338457457","hospital",50,30,0
"way/338457458","hospital",50,30,0
"way/338457459","hospital",50,30,0
"way/338457461","hospital",50,30,0
"way/338457463","hospital",50,30,0
"way/338457464","hospital",50,30,0
"way/338457465","hospital",50,30,0
"way/338457466","hospital",50,30,0
"way/338457467","hospital",50,30,0
"way/338457468","hospital",50,30,0
"way/338457469","hospital",50,30,0
"way/338457470","hospital",50,30,0
"way/338457471","hospital",50,30,0
"way/338457472","hospital",50,30,0
"way/338457473","hospital",50,30,0
"way/338457474","hospital",50,30,0
"way/338457475","hospital",50,30,0
"way/338462206","hospital",50,30,0
"way/338469571","hospital",50,30,0
"way/338469572","hospital",50,30,0
"way/338472418","hospital",50,30,0
"way/338472419","hospital",50,30,0
"way/338481776","hospital",50,30,0
"way/338481777","hospital",50,30,0
"way/338483792","hospital",50,30,0
"way/338483793","hospital",50,30,0
"way/338483794","hospital",50,30,0
"way/338483795","hospital",50,30,0
"way/338483797","hospital",50,30,0
"way/338483798","hospital",50,30,0
"way/338483803","hospital",50,30,0
"way/338483808","hospital",50,30,0
"way/338641381","hospital",50,30,1
"way/338709484","hospital",50,30,3
"way/338876275","hospital",50,30,0
"way/338876276","hospital",50,30,0
"way/339190822","hospital",50,30,2
"way/339199026","hospital",50,30,1
"way/339199027","hospital",50,30,1
"way/339297529","hospital",50,30,0
"way/339297530","hospital",50,30,0
"way/339297531","hospital",50,30,0
"way/339297532","hospital",50,30,0
"way/339465186","hospital",50,30,0
"way/339465187","hospital",50,30,0
"way/339638278","hospital",50,30,4
"way/339638279","hospital",50,30,3
"way/339638280","hospital",50,30,3
"way/339638282","hospital",50,30,3
"way/339638283","hospital",50,30,3
"way/339638287","hospital",50,30,4
"way/339638289","hospital",50,30,4
"way/339638290","hospital",50,30,4
"way/339638296","hospital",50,30,4
"way/339638298","hospital",50,30,4
"way/339638300","hospital",50,30,4
"way/339638301","hospital",50,30,4
"way/339638303","hospital",50,30,4
"way/339721213","hospital",50,30,0
"way/339721214","hospital",50,30,0
"way/339726268","hospital",50,30,0
"way/339726269","hospital",50,30,0
"way/339726270","hospital",50,30,0
"way/339726271","hospital",50,30,0
"way/339726272","hospital",50,30,0
"way/339726273","hospital",50,30,0
"way/339726274","hospital",50,30,0
"way/339728015","hospital",50,30,0
"way/339728016","hospital",50,30,0
"way/339743757","hospital",50,30,0
"way/339743758","hospital",50,30,0
"way/339743759","hospital",50,30,0
"way/339743760","hospital",50,30,0
"way/339743761","hospital",50,30,0
"way/339743762","hospital",50,30,0
"way/339743763","hospital",50,30,0
"way/339743764","hospital",50,30,0
"way/339743765","hospital",50,30,0
"way/339743766","hospital",50,30,0
"way/339743767","hospital",50,30,0
"way/339743768","hospital",50,30,0
"way/339743769","hospital",50,30,0
"way/339743770","hospital",50,30,0
"way/339747857","hospital",50,30,0
"way/339878462","hospital",50,30,0
"way/340129384","hospital",50,30,2
"way/340131268","hospital",50,30,0
"way/340131269","hospital",50,30,0
"way/340131270","hospital",50,30,0
"way/340131271","hospital",50,30,0
"way/340131272","hospital",50,30,0
"way/340131273","hospital",50,30,0
"way/340131274","hospital",50,30,0
"way/340131275","hospital",50,30,0
"way/340131276","hospital",50,30,0
"way/340131278","hospital",50,30,0
"way/340131279","hospital",50,30,0
"way/340131280","hospital",50,30,0
"way/340131281","hospital",50,30,0
"way/340131282","hospital",50,30,0
"way/340131283","hospital",50,30,0
"way/340131284","hospital",50,30,0
"way/340131285","hospital",50,30,0
"way/340131286","hospital",50,30,0
"way/340131288","hospital",50,30,0
"way/340190649","hospital",50,30,0
"way/340190650","hospital",50,30,0
"way/340190651","hospital",50,30,0
"way/340190652","hospital",50,30,0
"way/340190653","hospital",50,30,0
"way/340190654","hospital",50,30,0
"way/340190655","hospital",50,30,0
"way/340190656","hospital",50,30,0
"way/340190657","hospital",50,30,0
"way/340190658","hospital",50,30,0
"way/340190659","hospital",50,30,0
"way/340190660","hospital",50,30,0
"way/340194263","hospital",50,30,0
"way/340195630","hospital",50,30,0
"way/340195631","hospital",50,30,0
"way/340195634","hospital",50,30,0
"way/340195636","hospital",50,30,0
"way/340197735","hospital",50,30,0
"way/340197736","hospital",50,30,0
"way/340197737","hospital",50,30,0
"way/340197738","hospital",50,30,0
"way/340197739","hospital",50,30,0
"way/340197740","hospital",50,30,0
"way/340197741","hospital",50,30,0
"way/340197742","hospital",50,30,0
"way/340197743","hospital",50,30,0
"way/340197744","hospital",50,30,0
"way/340197745","hospital",50,30,0
"way/340197746","hospital",50,30,0
"way/340197747","hospital",50,30,0
"way/340208168","hospital",50,30,2
"way/340208169","hospital",50,30,2
"way/340208170","hospital",50,30,2
"way/340208171","hospital",50,30,2
"way/340208172","hospital",50,30,2
"way/340250889","hospital",50,30,0
"way/340251700","hospital",50,30,0
"way/340251804","hospital",50,30,0
"way/340252745","hospital",50,30,1
"way/340290912","hospital",50,30,0
"way/340395328","hospital",50,30,1
"way/340420734","hospital",50,30,3
"way/340420735","hospital",50,30,3
"way/340420736","hospital",50,30,3
"way/340420738","hospital",50,30,3
"way/340427524","hospital",50,30,4
"way/340427526","hospital",50,30,4
"way/340662077","hospital",50,30,3
"way/340662093","hospital",50,30,3
"way/340662094","hospital",50,30,3
"way/340998285","hospital",50,30,2
"way/341313815","hospital",50,30,4
"way/341313823","hospital",50,30,4
"way/341313830","hospital",50,30,4
"way/341319207","hospital",50,30,4
"way/341374463","hospital",50,30,0
"way/341544130","hospital",50,30,0
"way/341549898","hospital",50,30,0
"way/341731253","hospital",50,30,0
"way/341731254","hospital",50,30,0
"way/341731255","hospital",50,30,0
"way/341731256","hospital",50,30,0
"way/341742145","hospital",50,30,0
"way/341902306","hospital",50,30,0
"way/342160971","hospital",50,30,4
"way/342160972","hospital",50,30,4
"way/342160974","hospital",50,30,4
"way/342160976","hospital",50,30,4
"way/342160977","hospital",50,30,4
"way/342160978","hospital",50,30,4
"way/342206346","hospital",50,30,4
"way/342206347","hospital",50,30,4
"way/342206355","hospital",50,30,4
"way/342289414","hospital",50,30,2
"way/342289418","hospital",50,30,2
"way/342289420","hospital",50,30,2
"way/342289423","hospital",50,30,2
"way/342466558","hospital",50,30,3
"way/342496501","hospital",50,30,3
"way/342496504","hospital",50,30,5
"way/342496507","hospital",50,30,5
"way/342522919","hospital",50,30,3
"way/342522922","hospital",50,30,3
"way/342522925","hospital",50,30,3
"way/342522944","hospital",50,30,3
"way/342522947","hospital",50,30,3
"way/342715781","hospital",50,30,3
"way/342745881","hospital",50,30,3
"way/343239049","hospital",50,30,0
"way/343239050","hospital",50,30,0
"way/343239051","hospital",50,30,0
"way/343239052","hospital",50,30,0
"way/343239053","hospital",50,30,0
"way/343254249","hospital",50,30,2
"way/343254250","hospital",50,30,2
"way/343254252","hospital",50,30,2
"way/343254258","hospital",50,30,2
"way/343314393","hospital",50,30,3
"way/343314394","hospital",50,30,3
"way/343721825","hospital",50,30,1
"way/343721828","hospital",50,30,1
"way/343721831","hospital",50,30,1
"way/343721836","hospital",50,30,1
"way/343721838","hospital",50,30,1
"way/343721840","hospital",50,30,1
"way/343721841","hospital",50,30,1
"way/343721842","hospital",50,30,1
"way/343729528","hospital",50,30,0
"way/343729529","hospital",50,30,0
"way/343729530","hospital",50,30,0
"way/343729532","hospital",50,30,1
"way/343729533","hospital",50,30,0
"way/343729534","hospital",50,30,0
"way/343729536","hospital",50,30,0
"way/343729538","hospital",50,30,0
"way/343729987","hospital",50,30,1
"way/343729989","hospital",50,30,1
"way/343733248","hospital",50,30,1
"way/343734507","hospital",50,30,0
"way/343734508","hospital",50,30,0
"way/343734509","hospital",50,30,0
"way/343734510","hospital",50,30,0
"way/343737394","hospital",50,30,1
"way/343738728","hospital",50,30,1
"way/343738729","hospital",50,30,1
"way/343742817","hospital",50,30,1
"way/343742818","hospital",50,30,1
"way/343764264","hospital",50,30,0
"way/343764265","hospital",50,30,0
"way/343764266","hospital",50,30,0
"way/343764268","hospital",50,30,0
"way/343764270","hospital",50,30,0
"way/343764271","hospital",50,30,0
"way/343764272","hospital",50,30,0
"way/343881450","hospital",50,30,0
"way/343881451","hospital",50,30,0
"way/343881453","hospital",50,30,0
"way/343881458","hospital",50,30,0
"way/343881460","hospital",50,30,0
"way/343881464","hospital",50,30,0
"way/343881465","hospital",50,30,0
"way/343881466","hospital",50,30,0
"way/343881467","hospital",50,30,0
"way/343881468","hospital",50,30,0
"way/343881469","hospital",50,30,0
"way/343881470","hospital",50,30,0
"way/343881471","hospital",50,30,0
"way/343881475","hospital",50,30,0
"way/343882585","hospital",50,30,1
"way/343883356","hospital",50,30,0
